activity_key,activity_id,name,category,description,tier,cost_low,cost_high,unit,tier_notes,source,duration_min_weeks,duration_max_weeks,keywords,sources,notes
ma_license_trueup,MA-009,License True-Up and Optimization,ma_integration,Software license true-up and optimization post-merger,large,180000,450000,project,Complex licensing,,6,20,license|true-up|software asset management|sam,SAM consultants,
ma_license_trueup,MA-009,License True-Up and Optimization,ma_integration,Software license true-up and optimization post-merger,enterprise,450000,1000000,project,Global license mgmt,,6,20,license|true-up|software asset management|sam,SAM consultants,
ma_it_governance,MA-010,Post-Merger IT Governance,ma_integration,Establish IT governance for merged organization,small,30000,90000,project,Basic governance,,6,24,governance|pmo|steering committee,IT governance consultants,
ma_it_governance,MA-010,Post-Merger IT Governance,ma_integration,Establish IT governance for merged organization,medium,90000,250000,project,Standard governance,,6,24,governance|pmo|steering committee,IT governance consultants,
ma_it_governance,MA-010,Post-Merger IT Governance,ma_integration,Establish IT governance for merged organization,large,250000,600000,project,Enterprise governance,,6,24,governance|pmo|steering committee,IT governance consultants,
ma_it_governance,MA-010,Post-Merger IT Governance,ma_integration,Establish IT governance for merged organization,enterprise,600000,1500000,project,Global governance framework,,6,24,governance|pmo|steering committee,IT governance consultants,
data_warehouse_implementation,DATA-001,Data Warehouse Implementation,data_analytics,"Implement cloud data warehouse (Snowflake, BigQuery, Redshift)",small,40000,120000,project,"Basic warehouse, <1TB",,8,30,data warehouse|snowflake|bigquery|redshift|databricks,Data platform vendors,
data_warehouse_implementation,DATA-001,Data Warehouse Implementation,data_analytics,"Implement cloud data warehouse (Snowflake, BigQuery, Redshift)",medium,120000,350000,project,"Standard, 1-10TB",,8,30,data warehouse|snowflake|bigquery|redshift|databricks,Data platform vendors,
data_warehouse_implementation,DATA-001,Data Warehouse Implementation,data_analytics,"Implement cloud data warehouse (Snowflake, BigQuery, Redshift)",large,350000,900000,project,"Enterprise, 10-100TB",,8,30,data warehouse|snowflake|bigquery|redshift|databricks,Data platform vendors,
data_warehouse_implementation,DATA-001,Data Warehouse Implementation,data_analytics,"Implement cloud data warehouse (Snowflake, BigQuery, Redshift)",enterprise,900000,3000000,project,"Massive scale, 100TB+",,8,30,data warehouse|snowflake|bigquery|redshift|databricks,Data platform vendors,
data_etl_pipeline,DATA-002,ETL/Data Pipeline Implementation,data_analytics,Implement data integration and ETL pipelines,small,25000,75000,project,5-10 sources,,6,24,etl|data pipeline|fivetran|airbyte|informatica,Data integration vendors,
data_etl_pipeline,DATA-002,ETL/Data Pipeline Implementation,data_analytics,Implement data integration and ETL pipelines,medium,75000,220000,project,10-30 sources,,6,24,etl|data pipeline|fivetran|airbyte|informatica,Data integration vendors,
data_etl_pipeline,DATA-002,ETL/Data Pipeline Implementation,data_analytics,Implement data integration and ETL pipelines,large,220000,550000,project,30-100 sources,,6,24,etl|data pipeline|fivetran|airbyte|informatica,Data integration vendors,
data_etl_pipeline,DATA-002,ETL/Data Pipeline Implementation,data_analytics,Implement data integration and ETL pipelines,enterprise,550000,1500000,project,"100+ sources, real-time",,6,24,etl|data pipeline|fivetran|airbyte|informatica,Data integration vendors,
data_mdm_implementation,DATA-003,Master Data Management,data_analytics,Implement MDM solution for data quality and governance,small,75000,200000,project,Single domain,,16,52,mdm|master data|data quality|informatica|reltio,MDM vendors,
data_mdm_implementation,DATA-003,Master Data Management,data_analytics,Implement MDM solution for data quality and governance,medium,200000,500000,project,Multi-domain,,16,52,mdm|master data|data quality|informatica|reltio,MDM vendors,
data_mdm_implementation,DATA-003,Master Data Management,data_analytics,Implement MDM solution for data quality and governance,large,500000,1200000,project,Enterprise MDM,,16,52,mdm|master data|data quality|informatica|reltio,MDM vendors,
data_mdm_implementation,DATA-003,Master Data Management,data_analytics,Implement MDM solution for data quality and governance,enterprise,1200000,3500000,project,Global MDM program,,16,52,mdm|master data|data quality|informatica|reltio,MDM vendors,
data_governance_program,DATA-004,Data Governance Program,data_analytics,Establish enterprise data governance program,small,30000,90000,project,Basic governance,,12,40,data governance|data catalog|collibra|alation,Data governance consultants,
data_governance_program,DATA-004,Data Governance Program,data_analytics,Establish enterprise data governance program,medium,90000,250000,project,Standard program,,12,40,data governance|data catalog|collibra|alation,Data governance consultants,
data_governance_program,DATA-004,Data Governance Program,data_analytics,Establish enterprise data governance program,large,250000,600000,project,Enterprise program,,12,40,data governance|data catalog|collibra|alation,Data governance consultants,
data_governance_program,DATA-004,Data Governance Program,data_analytics,Establish enterprise data governance program,enterprise,600000,1500000,project,Global data governance,,12,40,data governance|data catalog|collibra|alation,Data governance consultants,
data_analytics_platform,DATA-005,Analytics/ML Platform Implementation,data_analytics,Implement analytics and machine learning platform,small,50000,150000,project,Basic analytics,,12,40,analytics|ml|machine learning|ai|mlops|databricks,ML platform vendors,
data_analytics_platform,DATA-005,Analytics/ML Platform Implementation,data_analytics,Implement analytics and machine learning platform,medium,150000,400000,project,Standard ML platform,,12,40,analytics|ml|machine learning|ai|mlops|databricks,ML platform vendors,
data_analytics_platform,DATA-005,Analytics/ML Platform Implementation,data_analytics,Implement analytics and machine learning platform,large,400000,1000000,project,Enterprise MLOps,,12,40,analytics|ml|machine learning|ai|mlops|databricks,ML platform vendors,
data_analytics_platform,DATA-005,Analytics/ML Platform Implementation,data_analytics,Implement analytics and machine learning platform,enterprise,1000000,3000000,project,Global AI/ML platform,,12,40,analytics|ml|machine learning|ai|mlops|databricks,ML platform vendors,
